timestamp,kw+,kw-,kvar+,kvar-,kw_net,kvar_net,kva,pf,anomaly_score,anomaly,severity
2026-01-01 00:00:00,1.2459003679507727,0.0,0.6747694181485865,0.04708943881352254,1.2459003679507727,0.6276799793350639,1.3950806010112595,0.8930669432630991,0,False,Normal
2026-01-01 00:30:00,1.6307925478609238,0.0,0.8695079185931133,0.0,1.6307925478609238,0.8695079185931133,1.8481148110046766,0.8824086783733899,0,False,Normal
2026-01-01 01:00:00,1.4368273700671255,0.0,0.8250267056015457,0.03826061330741932,1.4368273700671255,0.7867660922941263,1.638131183806041,0.8771137405056868,0,False,Normal
2026-01-01 01:30:00,1.451618455733954,0.07109592914592075,1.2206064662432463,0.0,1.3805225265880332,1.2206064662432463,1.8427486512956215,0.7491648552380701,0,False,Normal
2026-01-01 02:00:00,1.4897782904430281,0.0,0.8159453255665831,0.0,1.4897782904430281,0.8159453255665831,1.698589452748753,0.8770679036256731,0,False,Normal
2026-01-01 02:30:00,1.7718321181401442,0.05430771336285172,1.2472685922345947,0.0,1.7175244047772924,1.2472685922345947,2.1226325688117713,0.8091482388488676,0,False,Normal
2026-01-01 03:00:00,1.5272986515635982,0.09738892172613611,0.9122367470259791,0.018626883538404082,1.4299097298374621,0.8936098634875751,1.6861733077018288,0.8480206176353002,0,False,Normal
2026-01-01 03:30:00,1.668604758441501,0.0,0.9678671986422022,0.0,1.668604758441501,0.9678671986422022,1.928991641791411,0.8650139908806994,0,False,Normal
2026-01-01 04:00:00,1.7662110593026872,0.020660793429597236,0.9926663401638812,0.07961294353655557,1.74555026587309,0.9130533966273257,1.9699269620425808,0.8860989770215446,0,False,Normal
2026-01-01 04:30:00,1.882042927226622,0.0,1.0051679072815172,0.1705222159665217,1.882042927226622,0.8346456913149954,2.0588149528198105,0.9141389441770487,0,False,Normal
2026-01-01 05:00:00,2.3092355279360373,0.052428012194959975,1.1973700027519854,0.01748439396118733,2.256807515741077,1.179885608790798,2.5466272230024254,0.8861946873717715,0,False,Normal
2026-01-01 05:30:00,2.241176867034979,0.0,1.3885060277706551,0.02912483815879745,2.241176867034979,1.3593811896118577,2.6212193666313532,0.8550130887805916,0,False,Normal
2026-01-01 06:00:00,2.8296148773851186,0.0,1.578936937678372,0.09339841676872393,2.8296148773851186,1.485538520909648,3.195863741060564,0.885399099163751,0,False,Normal
2026-01-01 06:30:00,2.8689744119986513,0.0,1.2377894000086425,0.0,2.8689744119986513,1.2377894000086425,3.124601858713645,0.918188793877172,0,False,Normal
2026-01-01 07:00:00,3.236458249881006,0.13662815841869685,1.7984854300633852,0.0,3.099830091462309,1.7984854300633852,3.5837824205838036,0.8649604601155843,0,False,Normal
2026-01-01 07:30:00,3.0216563158331997,0.2352041318676385,1.5128338916105504,0.0,2.786452183965561,1.5128338916105504,3.170643807987893,0.8788285132961239,0,False,Normal
2026-01-01 08:00:00,3.3492684345950674,0.4102005679985526,1.867877193688081,0.2590757400310054,2.9390678665965146,1.6088014536570756,3.350576374558459,0.8771827703774777,0,False,Normal
2026-01-01 08:30:00,3.001595966879938,0.3669353150971755,1.850794144005861,0.11963770836494511,2.634660651782762,1.731156435640916,3.15251318073586,0.8357334294056082,0,False,Normal
2026-01-01 09:00:00,2.7778166053003575,0.5038936863302965,1.5737331893164448,0.1490035769106071,2.2739229189700607,1.4247296124058377,2.683389630650646,0.8474069113916561,0,False,Normal
2026-01-01 09:30:00,2.8571783200436274,0.458578377056554,1.5048580884158769,0.3320125074588201,2.3985999429870732,1.1728455809570568,2.6699903451638334,0.8983552870637413,0,False,Normal
2026-01-01 10:00:00,2.5224718927496923,0.5628990510299265,1.4903863885827298,0.2420379779767743,1.9595728417197658,1.2483484106059555,2.323424084464154,0.843398695409365,0,False,Normal
2026-01-01 10:30:00,2.1978395167092226,0.6178619546782541,1.288298348339085,0.22257715711436493,1.5799775620309684,1.0657211912247202,1.9058044899587048,0.8290344420718642,0,False,Normal
2026-01-01 11:00:00,1.734891446498021,0.8605569351803409,0.8101424011319867,0.20070953479955403,0.87433451131768,0.6094328663324327,1.065771671723025,0.8203769480043976,0,False,Normal
2026-01-01 11:30:00,1.7514697385524953,0.510055926590649,0.9689570375215865,0.1680205617506891,1.2414138119618463,0.8009364757708973,1.4773650499284012,0.8402891431755544,0,False,Normal
2026-01-01 12:00:00,1.3080605114568227,0.8471981043694017,0.5630172246779936,0.427327886883777,0.460862407087421,0.13568933779421666,0.4804224751793413,0.9592856931087195,0,False,Normal
2026-01-01 12:30:00,1.3115142519411835,0.5720303096418871,0.635892382534555,0.05399313217749985,0.7394839422992965,0.5818992503570553,0.9409799352189249,0.7858657922681964,0,False,Normal
2026-01-01 13:00:00,1.4881571651973304,0.5893597587699406,0.8746791616574489,0.39316761311830656,0.8987974064273898,0.4815115485391423,1.0196519745369816,0.8814746882979644,0,False,Normal
2026-01-01 13:30:00,1.2245716905197117,0.6499781303576332,0.8732979845094588,0.297570823342957,0.5745935601620785,0.5757271611665018,0.8133999775538301,0.7064096090708982,0,False,Normal
2026-01-01 14:00:00,1.3472024468170827,0.45617609661131975,0.5076848390898461,0.17527782780531032,0.8910263502057629,0.33240701128453576,0.9510112396350111,0.9369251519548079,0,False,Normal
2026-01-01 14:30:00,1.7646639296090258,0.5288573708261588,1.1846293768777505,0.3806678422559762,1.235806558782867,0.8039615346217743,1.4743039035023107,0.8382305411029051,0,False,Normal
2026-01-01 15:00:00,1.8495687393384783,0.5295620039318548,0.9095487741901482,0.18393985497145565,1.3200067354066234,0.7256089192186925,1.5062954840165228,0.8763265570489781,0,False,Normal
2026-01-01 15:30:00,1.904284979189156,0.483793448522056,1.1653834430311745,0.018267013177381358,1.4204915306671,1.147116429853793,1.825834683737132,0.7779956987998647,0,False,Normal
2026-01-01 16:00:00,2.229109022271515,0.509409292505425,1.078717540729901,0.3787224545966166,1.71969972976609,0.6999950861332844,1.8567068377017164,0.9262096173969944,0,False,Normal
2026-01-01 16:30:00,2.350312418075971,0.42314686649893185,1.3665618101211232,0.1691040195326429,1.9271655515770392,1.1974577905884802,2.268892289956991,0.8493860903434823,0,False,Normal
2026-01-01 17:00:00,2.7503654209326385,0.46564536648769794,1.2183592217801147,0.23981087880165491,2.2847200544449406,0.9785483429784598,2.4854582246999812,0.9192349449851358,0,False,Normal
2026-01-01 17:30:00,2.609263424360484,0.25406972733344824,1.5031974703688142,0.0,2.355193697027036,1.5031974703688142,2.794018608642233,0.8429413067408144,0,False,Normal
